id,dateAdded,dateUpdated,address,categories,city,country,latitude,longitude,name,postalCode,province
AVwcmSyZIN2L1WUfmxyw,2015-10-19T23:47:58Z,2018-06-26T03:00:14Z,800 N Canal Blvd,American Restaurant and Fast Food Restaurant,Thibodaux,US,29.814697,-90.814742,SONIC Drive In,70301,LA
AVwcmSyZIN2L1WUfmxyw,2015-10-19T23:47:58Z,2018-06-26T03:00:14Z,800 N Canal Blvd,Fast Food Restaurants,Thibodaux,US,29.814697,-90.814742,SONIC Drive In,70301,LA
AVwcopQoByjofQCxgfVa,2016-03-29T05:06:36Z,2018-06-26T02:59:52Z,206 Wears Valley Rd,Fast Food Restaurant,Pigeon Forge,US,35.803788,-83.580553,Taco Bell,37863,TN
AVweXN5RByjofQCxxilK,2017-01-03T07:46:11Z,2018-06-26T02:59:51Z,3652 Parkway,Fast Food,Pigeon Forge,US,35.782339,-83.551408,Arby's,37863,TN
AWQ6MUvo3-Khe5l_j3SG,2018-06-26T02:59:43Z,2018-06-26T02:59:43Z,2118 Mt Zion Parkway,Fast Food Restaurant,Morrow,US,33.562738,-84.321143,Steak 'n Shake,30260,GA
AVwc57jLkufWRAb50ROs,2015-10-23T23:59:49Z,2018-06-26T02:59:43Z,9768 Grand River Ave,Fast Food Restaurant,Detroit,US,42.368823,-83.138251,Wendy's,48204,MI
AVwc81QgkufWRAb50vnI,2015-09-21T07:47:08Z,2018-06-26T02:59:43Z,13600 W McNichols Rd,Fast Food Restaurant,Detroit,US,42.416819,-83.180444,Burger King,48235,MI
AVwdVafPByjofQCxoA6y,2016-06-06T16:15:08Z,2018-06-26T02:59:41Z,4111 Oceanside Blvd,Fast Food,Oceanside,US,33.205722,-117.288645,Chipotle Mexican Grill,92056,CA
AVwc4JQKIN2L1WUfp3hU,2016-12-13T12:34:52Z,2018-06-26T02:59:32Z,162 Old Country Rd,Fast Food Restaurants,Riverhead,US,40.937359,-72.650142,7-Eleven,11901,NY
AVwdhkOGByjofQCxp9qV,2016-04-16T16:20:41Z,2018-06-25T12:05:40Z,1407 S Stockton Ave,Fast Food Restaurant,Monahans,US,31.580721,-102.891455,Dairy Queen,79756,TX
AVwc2ok4IN2L1WUfpnU2,2016-04-03T01:24:16Z,2018-06-25T12:05:39Z,208 W Mason St,Fast Food Restaurant and Ice Cream Shop,Mabank,US,32.36602,-96.103364,Dairy Queen,75147,TX
AVwcplHhkufWRAb5xhgN,2016-06-04T20:48:06Z,2018-06-25T12:05:39Z,5801 Highway 6,Ice Cream Shop and Fast Food Restaurant,Missouri City,US,29.570079,-95.568166,Dairy Queen,77459,TX
AVwc9leAkufWRAb502-U,2015-10-22T19:27:37Z,2018-06-25T12:05:35Z,3454 Manchester Rd,Fast Food Restaurant,Akron,US,41.005682,-81.555774,Mr. Hero,44319,OH
AVwd1qaUIN2L1WUfzqmC,2016-04-02T05:03:56Z,2018-06-25T12:05:18Z,1500 E Main St,Fast Food Restaurants,Eastland,US,32.401088,-98.790162,Golden Chick,76448,TX
AVwdnJWakufWRAb57mV7,2015-10-23T02:52:53Z,2018-06-25T09:32:43Z,1190 W Foothill Blvd,Fast Food Restaurant,Azusa,US,34.133291,-117.924566,Carl's Jr,91702,CA
AVwdtkXOkufWRAb58kPz,2016-03-23T04:12:21Z,2018-06-25T09:32:32Z,601 N Main St,Fast Food Restaurants,Summerville,US,33.026572,-80.169733,Checkers,29483,SC
AV5DN3ZIRxPSIh2Rg4wP,2017-09-02T15:26:34Z,2018-06-25T09:32:30Z,1927 Woodville Road,Fast Food,Oregon,US,41.627298,-83.502436,Rally's,43616,OH
AVyoBhJfl8hL2jjQySvt,2017-06-14T19:13:09Z,2018-06-25T09:31:55Z,6316 W 89th St,Fast Food,Los Angeles,US,33.955923,-118.396443,Togo's,90045,CA
AWEw_nira4HuVbedNUaj,2018-01-26T05:22:01Z,2018-06-25T09:30:55Z,3105 Highway 80 E,Fast Food Restaurants,Pearl,US,32.282328,-90.11677,Rally's,39208,MS
AVweYSpBByjofQCxxr1V,2015-10-23T02:59:03Z,2018-06-25T09:30:54Z,2860 E Paris Ave SE,Fast Food Restaurant,Grand Rapids,US,42.91147,-85.56812,Checkers,49512,MI
AVweGMHhIN2L1WUf184o,2015-10-23T01:26:56Z,2018-06-25T09:30:52Z,2424 E State Road 44,Fast Food Restaurant,Shelbyville,US,39.523704,-85.743659,Rally's,46176,IN
AVwda6iJ_7pvs4fz5tYc,2015-11-23T18:40:25Z,2018-06-25T09:30:50Z,1611 Broadway,Fast Food,Brooklyn,US,40.685506,-73.914457,Checkers,11207,NY
AV6Ze33Wa4HuVbedFO8M,2017-09-19T09:30:06Z,2018-06-25T09:30:50Z,1720 Walton Way,Fast Food Restaurants,Augusta,US,33.475292,-81.995946,Checkers,30904,GA
AWIUGMchRxPSIh2Rtd6m,2018-03-11T07:50:51Z,2018-06-25T09:30:50Z,17620 Grand River Ave,Fast Food Restaurant,Detroit,US,42.400037,-83.21574,Checkers,48227,MI
AVwcwzHrIN2L1WUfonLk,2016-05-16T23:17:04Z,2018-06-25T09:30:22Z,196 Massachusetts Ave,Fast Food Restaurants,Arlington,US,42.405651,-71.14212,Little Q Hot Pot,2474,MA
AVz7P6oa3D1zeR_xDIUp,2017-06-30T23:04:32Z,2018-06-25T09:29:45Z,1224 State St,Fast Food,Schenectady,US,42.79792,-73.924364,McDonald's,12304,NY
AVzxltjJ3D1zeR_xCvkm,2017-06-29T02:03:33Z,2018-06-25T09:29:45Z,1232 Ulster Ave,Fast Food Restaurant,Kingston,US,41.967079,-73.988583,McDonald's,12401,NY
AVzA1QA5-gnIPe8DScbz,2017-06-19T14:50:03Z,2018-06-25T09:29:44Z,1188 Avenue of The Americas,Fast Food Restaurant,New York,US,40.757558,-73.981671,McDonald's,10036,NY
AVzA2BSFFcQ3k02bBX5D,2017-06-19T14:53:25Z,2018-06-25T09:29:43Z,114 Delancey St,Fast Food Restaurant,New York,US,40.718943,-73.988306,McDonald's,10002,NY
AVzA1yfgFcQ3k02bBXsM,2017-06-19T14:52:24Z,2018-06-25T09:29:41Z,1050 Front St,Fast Food Restaurants,Uniondale,US,40.709646,-73.591453,McDonald's,11553,NY
AVwcqXk_IN2L1WUfnfjj,2016-03-21T01:37:59Z,2018-06-25T09:29:41Z,105 Jericho Tpke,Fast Food Restaurant,Jericho,US,40.780233,-73.55934,McDonald's,11753,NY
AVwcqXk_IN2L1WUfnfjj,2016-03-21T01:37:59Z,2018-06-25T09:29:41Z,105 Jericho Tpke,Fast Food,Jericho,US,40.780233,-73.55934,McDonald's,11753,NY
AVzA9Jdy3D1zeR_xBB6o,2017-06-19T15:24:34Z,2018-06-25T09:29:41Z,106 Wolf Rd,Fast Food Restaurants,Albany,US,42.716812,-73.809319,McDonald's,12205,NY
AVweGpbrByjofQCxvTXO,2014-02-03T04:12:36Z,2018-06-25T09:29:40Z,101 E 170th St,Fast Food,Bronx,US,40.839569,-73.915927,McDonald's,10452,NY
AVwem9aT_7pvs4fzEmAG,2016-05-05T12:44:43Z,2018-06-25T09:29:40Z,103 Brookview Dr,Fast Food,Schenectady,US,42.741061,-73.913673,McDonald's,12303,NY
AVzA-ZBX3D1zeR_xBC5-,2017-06-19T15:29:59Z,2018-06-25T09:29:40Z,1028 Mckinley Pkwy,Fast Food Restaurants,Buffalo,US,42.857899,-78.825089,McDonald's,14220,NY
AVweJ0Ia_7pvs4fzAgfO,2016-03-31T02:46:48Z,2018-06-25T09:29:39Z,10 Main St,Fast Food Restaurants,Tonawanda,US,43.021019,-78.878167,McDonald's,14150,NY
AVwces8okufWRAb5vlRx,2015-11-06T10:16:28Z,2018-06-25T09:29:38Z,300 Mishawum Rd,Fast Food,Woburn,US,42.503903,-71.132748,McDonald's,1801,MA
AVwcsXYaIN2L1WUfn2dL,2016-03-29T04:48:40Z,2018-06-25T09:29:37Z,1190 Providence Rd,Fast Food Restaurant,Whitinsville,US,42.125526,-71.645913,McDonald's,1588,MA
AVwc3cSmkufWRAb5z2SV,2016-03-29T04:41:38Z,2018-06-25T09:29:37Z,212 Main St,Fast Food,Wilmington,US,42.557448,-71.181499,McDonald's,1887,MA
AVwdFWc6kufWRAb52Ii-,2015-07-19T21:00:43Z,2018-06-25T09:29:36Z,44 E Main St,Fast Food,Webster,US,42.055826,-71.873999,McDonald's,1570,MA
AVwc1B6C_7pvs4fzzZyE,2016-06-08T16:14:30Z,2018-06-25T09:29:36Z,789 Main St,Fast Food,Waltham,US,42.376247,-71.241667,McDonald's,2451,MA
AVwdU1JdkufWRAb54uB-,2015-10-26T23:05:16Z,2018-06-25T09:29:35Z,20 Main St,Fast Food Restaurant,Townsend,US,42.650503,-71.662674,McDonald's,1469,MA
AVwdAItCIN2L1WUfrMbM,2015-11-30T18:17:51Z,2018-06-25T09:29:35Z,595 Main St,Fast Food Restaurant,Walpole,US,42.157222,-71.243549,McDonald's,2081,MA
AVwdc6QkkufWRAb56DlY,2016-03-28T05:34:12Z,2018-06-25T09:29:34Z,282 Winthrop St,Fast Food,Taunton,US,41.88896,-71.120789,McDonald's,2780,MA
AVwdsjnDByjofQCxrp_O,2015-11-05T18:48:11Z,2018-06-25T09:29:33Z,660 Liberty St,Fast Food,Springfield,US,42.12193,-72.584242,McDonald's,1104,MA
AVwdbqmQkufWRAb552W1,2015-11-05T18:38:03Z,2018-06-25T09:29:33Z,360 Main St,Fast Food Restaurants,Springfield,US,42.091561,-72.579647,McDonald's,1105,MA
AV1c-wlt3-Khe5l_McNk,2017-07-19T22:32:22Z,2018-06-25T09:29:33Z,2392 Main St,Fast Food Restaurants,Springfield,US,42.111552,-72.603359,McDonald's,1107,MA
AVwdIRedIN2L1WUfsf_z,2015-11-30T18:25:40Z,2018-06-25T09:29:33Z,1402 Allen St,Fast Food Restaurant,Springfield,US,42.095053,-72.512539,McDonald's,1118,MA
AVwdjZbmByjofQCxqPGw,2016-03-30T04:26:33Z,2018-06-25T09:29:33Z,1610 Boston Rd,Fast Food Restaurants,Springfield,US,42.142989,-72.48923,McDonald's,1129,MA
AVwdDlQLIN2L1WUfrwVm,2015-12-02T19:41:17Z,2018-06-25T09:29:33Z,59 W Main St,Fast Food Restaurants,Spencer,US,42.23341,-72.012516,McDonald's,1562,MA
AVwdDlQLIN2L1WUfrwVm,2015-12-02T19:41:17Z,2018-06-25T09:29:33Z,59 W Main St,Fast Food,Spencer,US,42.23341,-72.012516,McDonald's,1562,MA
AV1TppAe3D1zeR_xEzJQ,2017-07-18T03:03:31Z,2018-06-25T09:29:22Z,1433 SW 107th Ave,Fast Food Restaurant,Miami,US,25.754984,-80.368058,Five Guys,33174,FL
AVwdZcGEkufWRAb55egc,2016-03-24T10:25:24Z,2018-06-25T09:28:10Z,1601 W Kirby St,Fast Food Restaurant and Mexican Restaurant,Wylie,US,33.007329,-96.554127,Taco Bell,75098,TX
AVwdDkuikufWRAb5118z,2016-06-20T17:25:26Z,2018-06-25T09:28:08Z,7425 S Broadway Ave,Fast Food Restaurant,Tyler,US,32.274786,-95.306757,Taco Bell,75703,TX
AV0aJ-e7-gnIPe8DVwr6,2017-07-06T23:06:49Z,2018-06-25T09:27:52Z,100 Business Loop 70 E,Fast Food Restaurants,Columbia,US,38.964944,-92.336364,Burger King,65203,MO
AVwd26prkufWRAb593IL,2015-11-30T18:50:23Z,2018-06-25T09:26:55Z,615 Martin Luther King Jr Blvd,Fast Food Restaurant and Burger Joint,Savannah,US,32.070343,-81.101032,Wendy's,31401,GA
AVwdiRbzkufWRAb562YV,2016-05-15T21:09:26Z,2018-06-25T09:26:53Z,1123 Roswell Rd,Fast Food Restaurant and Burger Joint,Marietta,US,33.95111,-84.518962,Wendy's,30062,GA
AVwdb1nU_7pvs4fz53qu,2016-04-30T08:27:34Z,2018-06-25T09:26:53Z,273 Keys Ferry St,Fast Food Restaurants,McDonough,US,33.446887,-84.138326,Wendy's,30253,GA
AVwcgFqqkufWRAb5v1eH,2015-10-20T00:52:56Z,2018-06-25T09:26:53Z,1117 W Spring St,Fast Food Restaurant,Monroe,US,33.792748,-83.731443,Wendy's,30655,GA
AVwcmhjDkufWRAb5w_z_,2015-10-23T01:54:00Z,2018-06-25T09:26:53Z,430 S Belair Rd,Fast Food Restaurants,Augusta,US,33.486344,-82.13351,Wendy's,30907,GA
AVwcluhz_7pvs4fzwyJN,2016-04-05T03:02:37Z,2018-06-25T09:26:53Z,2341 N Columbia St,Fast Food Restaurant,Milledgeville,US,33.108582,-83.254192,Wendy's,31061,GA
AVwcfXocIN2L1WUflhAb,2015-11-28T18:16:09Z,2018-06-25T09:26:52Z,260 Cooper Rd,Fast Food Restaurant and Burger Joint,Loganville,US,33.880381,-83.939657,Wendy's,30052,GA
AVwd7Gr9ByjofQCxtsh5,2016-03-21T01:38:20Z,2018-06-25T09:26:52Z,4331 Atlanta Hwy,Fast Food Restaurant,Loganville,US,33.839726,-83.905798,Wendy's,30052,GA
AVwdlv0fByjofQCxqm75,2015-11-02T15:44:53Z,2018-06-25T09:26:51Z,3015 Panola Rd,Fast Food Restaurant,Lithonia,US,33.699522,-84.17274,Wendy's,30038,GA
AVwdNSSPkufWRAb53cQa,2016-03-28T05:51:17Z,2018-06-25T09:01:05Z,184 Endicott St,Fast food restaurants,Danvers,US,42.547923,-70.942014,Burger King,1923,MA
AVwdzorbIN2L1WUfzYva,2016-02-26T13:47:28Z,2018-06-25T09:01:04Z,1291 Boston Rd,Fast Food Restaurants,Springfield,US,42.140526,-72.50087,Boston Road Pizza,1119,MA
AVzn71MY-gnIPe8DT0h0,2017-06-27T05:04:00Z,2018-06-25T09:01:01Z,6134 State Route 14,Fast Food Restaurant,Ravenna,US,41.157059,-81.219054,McDonald's,44266,OH
AVwdzKj-kufWRAb59W3R,2016-03-03T00:21:41Z,2018-06-25T09:01:00Z,4402 Little Rd,Fast Food Restaurant,Arlington,US,32.679467,-97.195027,Boston Market,76016,TX
AVwchgsQkufWRAb5wGKD,2016-05-12T23:12:54Z,2018-06-25T09:00:58Z,15 Highland Ave,Fast Food Restaurants,Attleboro,US,41.92023235,-71.35787658,D'Angelo Grilled Sandwiches,2703,MA
AVwePo1-_7pvs4fzBS_K,2016-03-26T04:52:32Z,2018-06-25T09:00:55Z,2992 Jamacha Rd,Fast Food,El Cajon,US,32.739923,-116.942156,Burger King,92019,CA
AVzX86OvLD2H7whiWxXf,2017-06-24T02:34:47Z,2018-06-25T09:00:55Z,706 Fletcher Pkwy,Fast Food Restaurants,El Cajon,US,32.80827,-116.97137,Boston Market,92020,CA
AVzX86OvLD2H7whiWxXf,2017-06-24T02:34:47Z,2018-06-25T09:00:55Z,706 Fletcher Pkwy,Fast Food Restaurant,El Cajon,US,32.80827,-116.97137,Boston Market,92020,CA
AVwdiPqNkufWRAb562Hr,2014-10-26T13:04:15Z,2018-06-25T09:00:55Z,822 N Johnson Ave,Fast food restaurants,El Cajon,US,32.805945,-116.971542,Burger King,92020,CA
AVwdZrvlkufWRAb55hP6,2016-03-31T02:35:38Z,2018-06-25T09:00:51Z,2819 Easton Rd,Fast Food Restaurants,Willow Grove,US,40.170877,-75.127393,Nino's Pizzarama,19090,PA
AVwd643oByjofQCxtqzD,2016-03-30T04:14:50Z,2018-06-25T09:00:44Z,8924 Sierra Ave,Fast Food Restaurant,Fontana,US,34.091528,-117.43637,Carl's Jr,92335,CA
AV1Tq_hwFcQ3k02bFdid,2017-07-18T03:09:25Z,2018-06-25T09:00:41Z,18025 Ventura Blvd,Fast Food,Encino,US,34.16469,-118.52474,Carl's Jr,91316,CA
AV1Tpy4ZFcQ3k02bFSfT,2017-07-18T03:04:11Z,2018-06-25T09:00:41Z,242 N El Camino Real,Fast food restaurants,Encinitas,US,33.051949,-117.260994,Burger King,92024,CA
AVwddqKPByjofQCxpYGP,2016-03-28T05:35:24Z,2018-06-25T09:00:36Z,9002 Firestone Blvd,Fast Food Restaurant,Downey,US,33.93527552,-118.1238946,Carl's Jr,90241,CA
AVwdkEioByjofQCxqWOE,2015-11-02T17:09:43Z,2018-06-25T09:00:36Z,9110 Imperial Hwy,Fast Food Restaurants,Downey,US,33.91684597,-118.1337577,Carl's Jr,90242,CA
AVweNpkUkufWRAb5A-zb,2015-10-23T03:32:01Z,2018-06-25T09:00:33Z,962 Garnet Ave,Fast Food Restaurants,San Diego,US,32.797188,-117.2525,Filippi's Pizza Grotto,92109,CA
AVwc7rRD_7pvs4fz0gYD,2016-06-05T20:57:34Z,2018-06-25T09:00:32Z,7011 Barker Cypress Rd,Fast food restaurants,Cypress,US,29.88081,-95.683922,Burger King,77433,TX
AVwc7rRD_7pvs4fz0gYD,2016-06-05T20:57:34Z,2018-06-25T09:00:32Z,7011 Barker Cypress Rd,Fast Food Restaurant and Burger Joint,Cypress,US,29.88081,-95.683922,Burger King,77433,TX
AVwcw60lIN2L1WUfoooM,2015-10-20T01:32:44Z,2018-06-25T09:00:30Z,2180 Contra Costa Blvd,Fast Food Restaurant,Pleasant Hill,US,37.946879,-122.060174,Boston Market,94523,CA
AVwdnXRZIN2L1WUfxkNs,2015-11-13T18:18:00Z,2018-06-25T09:00:29Z,3035 Castro Valley Blvd,Fast Food,Castro Valley,US,37.695437,-122.081735,Jack in the Box,94546,CA
AVwd-SOJ_7pvs4fz-6EA,2016-11-23T04:46:29Z,2018-06-25T09:00:28Z,4302 Moorpark Ave,Fast Food,San Jose,US,37.315904,-121.977843,Round Table Pizza,95129,CA
AVzA4fj63D1zeR_xBBac,2017-06-19T15:04:13Z,2018-06-25T09:00:23Z,1751 S Alameda St,Fast Food Restaurants,Compton,US,33.894566,-118.220228,El Pollo Loco,90220,CA
AVwdPSKNkufWRAb53xeV,2016-06-06T16:22:38Z,2018-06-25T09:00:22Z,2244 Otay Lakes Rd,Fast Food Restaurant,Chula Vista,US,32.646857,-116.967527,Arby's,91915,CA
AVwcu-9q_7pvs4fzyYXH,2016-04-03T02:39:39Z,2018-06-25T09:00:18Z,962 East Ave,Fast food restaurants,Chico,US,39.76117,-121.842187,Burger King,95926,CA
AV1c4JzO3-Khe5l_MAH3,2017-07-19T22:03:30Z,2018-06-25T09:00:17Z,1170 W Branch St,Fast Food Restaurants,Arroyo Grande,US,35.1273,-120.598,In-N-Out Burger,93420,CA
AVwcwGmqByjofQCxhyYd,2016-05-05T12:44:50Z,2018-06-25T09:00:15Z,73196 Highway 111,Fast Food Restaurants,Palm Desert,US,33.72118,-116.38791,Copper Oven Artisan Pizza,92260,CA
AVzA0wbK-gnIPe8DSb2d,2017-06-19T14:47:54Z,2018-06-25T09:00:12Z,20900 Roscoe Blvd,Fast Food Restaurant,Canoga Park,US,34.218957,-118.58903,Carl's Jr,91304,CA
AVwcyKEvIN2L1WUfo2pL,2016-04-02T05:21:43Z,2018-06-25T09:00:10Z,1760 41st Ave,Fast Food Restaurant,Capitola,US,36.975287,-121.963929,McDonald's,95010,CA
AVwdU8Zk_7pvs4fz4tpV,2015-10-21T17:44:33Z,2018-06-25T09:00:07Z,401 Las Posas Rd,Fast Food Restaurant,Camarillo,US,34.221478,-119.070243,Carl's Jr,93010,CA
AVwcodnckufWRAb5xVec,2016-03-28T05:43:42Z,2018-06-25T09:00:04Z,2871 Lenwood Rd,"Fast Food Restaurant, Mexican Restaurant, and Taco Place",Barstow,US,34.867566,-117.114747,Del Taco,92311,CA
AVwc0mu9ByjofQCxikTz,2016-03-28T05:51:13Z,2018-06-25T09:00:03Z,12690 Ramona Blvd,Fast Food Restaurant,Baldwin Park,US,34.077713,-117.996169,Del Taco,91706,CA
AVwc-CWaIN2L1WUfq2pa,2016-03-30T03:57:57Z,2018-06-25T09:00:03Z,1210 N Hacienda Blvd,Fast Food,La Puente,US,34.0422696,-117.9493495,Little Caesars Pizza,91744,CA
AV1l1ovCIxWefVJwgda0,2017-07-21T15:49:05Z,2018-06-25T09:00:02Z,562 N Main St,Fast Food Restaurant,Bishop,US,37.365314,-118.39508,McDonald's,93514,CA
AVwcnu2GByjofQCxgVL7,2016-04-04T03:33:16Z,2018-06-25T09:00:00Z,1310 E Lamar St,Fast Food Restaurants,Americus,US,32.07128,-84.216974,McDonald's,31709,GA
AVwdjmCIByjofQCxqRKR,2015-11-04T18:22:05Z,2018-06-25T08:59:54Z,2009 E Greenville St,Fast Food Restaurant,Anderson,US,34.54701,-82.6319,Burger King,29621,SC
AVwdCGBckufWRAb51mNH,2015-11-02T15:43:00Z,2018-06-25T08:59:53Z,2521 W Commonwealth Ave,Fast Food Restaurant,Alhambra,US,34.088183,-118.151437,Carl's Jr,91803,CA
AV4_RFWXRxPSIh2RgFt4,2017-09-01T21:04:56Z,2018-06-25T08:59:52Z,3450 Wrightsboro Rd Ste 2340,Fast Food Restaurants,Augusta,US,33.46734,-82.07989,Sbarro,30909,GA
AVwcwDRw_7pvs4fzykWK,2017-04-12T11:10:44Z,2018-06-25T08:59:51Z,810 Oak Ave,Fast Food,Neoga,US,39.321895,-88.451273,Casey's General Store,62447,IL
AV0aTD2xFcQ3k02bEyuH,2017-07-06T23:46:30Z,2018-06-25T08:59:51Z,701 S Van Buren St,Fast Food,Newton,US,38.983809,-88.161001,Casey's General Store,62448,IL
AVwdIh6-kufWRAb52oPR,2016-05-21T01:59:07Z,2018-06-25T08:59:47Z,9175 De Soto Ave,Fast Food Restaurants,Chatsworth,US,34.23765,-118.58919,Chipotle Mexican Grill,91311,CA
AVwczNK6_7pvs4fzzGVG,2016-04-01T06:35:19Z,2018-06-25T08:59:41Z,328 N Main St,Fast Food Restaurants,Cedartown,US,34.017911,-85.253614,McDonald's,30125,GA
AVwcs5UeIN2L1WUfn8Dw,2015-12-13T19:54:24Z,2018-06-25T08:59:38Z,3025 Main St,Fast food restaurants,Glastonbury,US,41.726353,-72.617608,Burger King,6033,CT
AVwcgUAnByjofQCxe9y-,2015-11-06T10:17:58Z,2018-06-25T08:59:38Z,2834 Main St,"American Restaurant, Sandwich Place, and Fast Food Restaurant",Glastonbury,US,41.720514,-72.614164,Boston Market,6033,CT
AVwd9UitIN2L1WUf0uXa,2016-11-02T17:17:26Z,2018-06-25T08:59:35Z,605 E Broadway St,Fast Food Restaurant,Campbellsville,US,37.346447,-85.337368,McDonald's,42718,KY
AVwd81rC_7pvs4fz-sn2,2016-04-05T02:42:52Z,2018-06-25T08:59:35Z,1602 E Broadway St,Fast Food Restaurant,Campbellsville,US,37.357213,-85.323654,SUBWAY,42718,KY
AVwdTQehkufWRAb54dfs,2015-10-23T03:00:17Z,2018-06-25T08:59:26Z,1475 Holiday Ln,Fast food restaurants,Fairfield,US,38.259527,-122.062146,Burger King,94534,CA
AV1XXDhl3D1zeR_xFL3p,2017-07-18T20:20:47Z,2018-06-25T08:59:23Z,1442 Winchester Ave,Fast Food Restaurants,Ashland,US,38.4791,-82.6411,Fat Patty's,41101,KY
AVwdW2SRByjofQCxoQyy,2016-06-13T15:22:48Z,2018-06-25T08:59:23Z,12759 Us Route 60,Fast Food Restaurants,Ashland,US,38.3887,-82.7156,Dairy Queen,41102,KY
AVwcpUOXByjofQCxgnHA,2016-05-29T06:02:38Z,2018-06-25T08:59:12Z,1439 S US Highway 1,Fast Food Restaurants,Fort Pierce,US,27.4357,-80.326,Pizza Hut,34950,FL
AVwdLrwcByjofQCxmXmY,2015-10-23T01:32:05Z,2018-06-25T08:59:08Z,12915 Cortez Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Brooksville,US,28.534187,-82.516103,Arby's,34613,FL
AVwcmuGmkufWRAb5xB96,2015-10-20T00:11:35Z,2018-06-25T08:59:06Z,11671 Se Federal Hwy,Fast Food Restaurant,Hobe Sound,US,27.06168,-80.13746,McDonald's,33455,FL
AVwd0wAT_7pvs4fz9mEA,2016-05-05T00:07:29Z,2018-06-25T08:59:05Z,8792 Navarre Pkwy,Burger Joint and Fast Food Restaurant Gulf Breeze,Navarre,US,30.403772,-86.85506,Culver's,32566,FL
AVzTZaNU3D1zeR_xBXxu,2017-06-23T05:21:12Z,2018-06-25T08:59:04Z,825 E 49th St,Fast food restaurants,Hialeah,US,25.867613,-80.266376,Burger King,33013,FL
AV1TpiyD3D1zeR_xEyLk,2017-07-18T03:03:05Z,2018-06-25T08:59:04Z,2750 W 68th St Ste 104,Fast Food,Hialeah,US,25.882938,-80.33868,Pizza Hut,33016,FL
AVwcimj4IN2L1WUfmFiM,2016-05-06T05:32:12Z,2018-06-25T08:59:04Z,36172 Hwy 27,Fast Food,Haines City,US,28.125757,-81.64043,Dairy Queen,33844,FL
AV3iT1tKa4HuVbed-_bC,2017-08-14T19:53:57Z,2018-06-25T08:59:01Z,52 Tuscan Way Ste 208,Fast Food Restaurants,Saint Augustine,US,29.96174,-81.49109,Pizza Hut,32092,FL
AVwchzjWkufWRAb5wJ5F,2016-04-05T03:23:56Z,2018-06-25T08:58:56Z,1232 Providence Blvd,Fast Food Restaurant,Deltona,US,28.8829,-81.2413,KFC,32725,FL
AVweErZdkufWRAb5_wsj,2016-11-06T04:38:54Z,2018-06-25T08:58:51Z,2370 US Highway 331 S,Fast food restaurants,DeFuniak Springs,US,30.68782,-86.12318,McDonald's,32435,FL
AVwdVbyAkufWRAb540SL,2016-03-21T00:13:33Z,2018-06-25T08:58:51Z,1508 US Highway 331 S,Fast Food Restaurant,DeFuniak Springs,US,30.70032,-86.12317,SONIC Drive-In,32435,FL
AVwci4at_7pvs4fzwRy0,2016-03-21T00:13:41Z,2018-06-25T08:58:51Z,2434 US Highway 331 S,Fast Food Restaurants,DeFuniak Springs,US,30.68693,-86.12329,Whataburger,32435,FL
AVwcl7pzkufWRAb5w5G7,2016-06-14T02:28:13Z,2018-06-25T08:58:46Z,9975 Corkscrew Rd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Estero,US,26.432003,-81.789408,Arby's,33928,FL
AVwctJeI_7pvs4fzyFCM,2017-03-02T19:44:12Z,2018-06-25T08:58:45Z,519 Brandon Town Center Mall,Fast Food Restaurants,Brandon,US,27.928097,-82.324836,Chick-Fil-A,33511,FL
AVwdRysRIN2L1WUfuIG0,2015-10-19T07:55:55Z,2018-06-25T08:58:44Z,865 S Main St,Fast Food Restaurant,Belle Glade,US,26.67511,-80.67,Taco Bell,33430,FL
AVwc-3LS_7pvs4fz1A-F,2016-11-02T17:16:40Z,2018-06-25T08:58:40Z,339 US Highway 27 S,Fast Food Restaurant,Avon Park,US,27.596742,-81.494029,McDonald's,33825,FL
AVweHfz6IN2L1WUf2IZm,2016-11-06T04:31:31Z,2018-06-25T08:58:40Z,1498 US Highway 17 N,Fast Food Restaurants,Wauchula,US,27.56904,-81.81521,Pizza Hut,33873,FL
AVweHQhp_7pvs4fzAJ0E,2016-10-27T02:03:14Z,2018-06-25T08:58:39Z,1608 W Orange Blossom Trl,Fast Food,Apopka,US,28.68587218,-81.53919026,Firehouse Subs,32712,FL
AVwcqWX1kufWRAb5xpqx,2015-10-23T02:26:36Z,2018-06-25T08:58:36Z,460 Airways Ave,Fast Food Restaurant,Savannah,US,32.135603,-81.208243,Burger King,31408,GA
AVwdJWPDByjofQCxl-Cp,2015-11-02T16:47:29Z,2018-06-25T08:58:35Z,1510 N Summit St,Fast Food Restaurant,Arkansas City,US,37.08012,-97.03938,SONIC Drive-In,67005,KS
AV12Xtb13-Khe5l_PBqg,2017-07-24T20:51:53Z,2018-06-25T08:58:30Z,2613 Central Ave,Fast Food Restaurants,Dodge City,US,37.77885,-100.01663,McDonald's,67801,KS
AVwdeSIuIN2L1WUfwK9j,2015-07-18T18:06:50Z,2018-06-25T08:58:28Z,2501 Se Delaware Ave,Fast Food Restaurants,Ankeny,US,41.704627,-93.580975,Burger King,50021,IA
